reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,insturctions.started,key_instruct.started,insturctions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,trial.started,polygon.started,choice.started,polygon.stopped,trial.stopped,response.keys,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
15,48,114,0,83,83,80,257.4454491250217,,,,,,,,257.4305368750356,257.4454491250217,258.428548707976,258.4348080410855,260.91348120803013,t,2.4722970420261845,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
74,111,129,0,84,84,13,260.92914429097436,,,,,,,,260.9143546660198,260.92914429097436,261.91203258302994,261.9182814580854,264.2798497910844,t,2.3564994169864804,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
82,92,139,0,85,85,42,264.2947255000472,,,,,,,,264.28055895806756,264.2947255000472,265.278805540991,265.2853355000261,266.8133394160541,t,1.5218096669996157,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
93,123,44,0,86,86,77,266.82811816607136,,,,,,,,266.81406508304644,266.82811816607136,267.8122102500638,267.81825237500016,270.9136589160189,t,3.0897074160166085,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
42,106,96,0,87,87,25,270.92355454107746,,,,,,,,270.9145509580849,270.92355454107746,271.91223845805507,271.91776908305474,273.84784158307593,l,1.928561000037007,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
46,87,129,0,88,88,73,273.86321366601624,,,,,,,,273.8484877080191,273.86321366601624,274.845715790987,274.85238879104145,279.92019558302127,l,5.064119708957151,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
71,83,62,0,89,89,86,279.93413441604935,,,,,,,,279.92079241608735,279.93413441604935,280.92107179097366,280.9293452909915,282.53081779100467,t,1.600367832928896,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
86,118,108,0,90,90,45,282.5457318330882,,,,,,,,282.53154566604644,282.5457318330882,283.52920541597996,283.5352382910205,285.6371879579965,l,2.095260249916464,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
26,79,113,0,91,91,88,285.6512197080301,,,,,,,,285.6379026250215,285.6512197080301,286.63844612508547,286.6453984580003,288.28093383298256,l,1.633795417030342,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
67,75,119,0,92,92,5,288.2952870000154,,,,,,,,288.28153404104523,288.2952870000154,289.2795549579896,289.28586133301724,292.187803958077,t,2.898666957975365,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
76,91,118,0,93,93,62,292.202473500045,,,,,,,,292.18850062508136,292.202473500045,293.1881022499874,293.1961260830285,295.9045041659847,t,2.711893790983595,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
8,27,133,0,94,94,75,295.91860350000206,,,,,,,,295.90524095797446,295.91860350000206,296.90535650006495,296.91203554102685,299.06435479107313,t,2.1499047910328954,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
93,156,70,0,95,95,16,299.07923516607843,,,,,,,,299.065052208025,299.07923516607843,300.0630127079785,300.06956262502354,301.80381941597443,l,1.7286472910782322,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
13,86,57,0,96,96,87,301.8177620000206,,,,,,,,301.8044028750155,301.8177620000206,302.7964602910215,302.8130929580657,304.3644454580499,l,1.5551715840119869,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
79,84,131,0,97,97,14,304.3793662909884,,,,,,,,304.3651586250635,304.3793662909884,305.3631434580311,305.3692327910103,308.9818785410607,t,3.6112315839855,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
63,99,57,0,98,98,54,308.99772337498143,,,,,,,,308.98258650000207,308.99772337498143,309.9800272079883,309.9962323750369,314.2713132080389,l,4.279243124998175,None,muskan_final,001,2023-11-23_14h57.08.258,experiment,2023.2.2,119.99700097411905,2023-11-23 14h59.41.885205 +0530,
